sponsor_name,ein,city,state,ntee_code,classification,propublica_url,search_term_found,collected_at,website,email,phone,contact_person,mission_statement,annual_revenue,assets,outreach_status,email_sent,response_received,sponsorship_amount,notes,follow_up_date,priority_level,email_source,all_emails_found,estimated_emails,contact_pages_found,mission_alignment_score,mission_text,alignment_factors,pages_analyzed,grant_history,program_areas,enhanced_at,error
Finistere Charitable Foundation,822856772,New York,NY,T22,,https://projects.propublica.org/nonprofits/organizations/822856772,charitable foundation,2025-10-17 17:56:50,https://finistere.org,abuse@lws.fr,,,,,,not_contacted,no,no,,,,high,harvested,abuse@lws.fr,,1.0,0.0,,,homepage,,,2025-10-22T19:43:01.555517,
Belvedere Charitable Foundation,980509706,New York,NY,T22,,https://projects.propublica.org/nonprofits/organizations/980509706,charitable foundation,2025-10-17 17:56:50,https://belvedere.org,info@belvedere.org,,,,,,not_contacted,no,no,,,,high,estimated,,"info@belvedere.org,contact@belvedere.org,hello@belvedere.org,inquiries@belvedere.org,development@belvedere.org,admin@belvedere.org",0.0,0.0,,,homepage,,community,2025-10-22T19:43:13.743624,
Integrum Charitable Foundation,880585708,New York,NY,T21,,https://projects.propublica.org/nonprofits/organizations/880585708,charitable foundation,2025-10-17 17:56:50,,,,,,,,not_contacted,no,no,,,,high,error,,,,0.0,,,,,,2025-10-22T19:43:16.186371,'grant_history'
Grace Charitable Foundation,383911633,New York,NY,X11,,https://projects.propublica.org/nonprofits/organizations/383911633,charitable foundation,2025-10-17 17:56:50,https://gracecharitablefoundation.org,info@gracecharitablefoundation.org,,,,,,not_contacted,no,no,,,,high,estimated,,"info@gracecharitablefoundation.org,contact@gracecharitablefoundation.org,hello@gracecharitablefoundation.org,inquiries@gracecharitablefoundation.org,development@gracecharitablefoundation.org,admin@gracecharitablefoundation.org",2.0,18.0,"we aim to connect with people interested in supporting the multi-faceted works of the monastic state of mount athos, greece, especially that of the holy great monastery of vatopedi.","[{""category"": ""primary"", ""keywords_found"": [""art education (partial: 2/2 words)""], ""category_score"": 10.0}, {""category"": ""disability_support"", ""keywords_found"": [""special education (partial: 2/2 words)""], ""category_score"": 7.0}, {""category"": ""youth_development"", ""keywords_found"": [""cultural awareness (partial: 2/2 words)""], ""category_score"": 6.0}, {""category"": ""primary"", ""keywords_found"": [""art education (partial: 2/2 words)""], ""category_score"": 10.0}, {""category"": ""primary"", ""keywords_found"": [""art education (partial: 2/2 words)""], ""category_score"": 10.0}, {""category"": ""youth_development"", ""keywords_found"": [""cultural awareness (partial: 2/2 words)""], ""category_score"": 6.0}, {""category"": ""primary"", ""keywords_found"": [""art education (partial: 2/2 words)""], ""category_score"": 10.0}, {""category"": ""disability_support"", ""keywords_found"": [""special education (partial: 2/2 words)""], ""category_score"": 7.0}, {""category"": ""youth_development"", ""keywords_found"": [""cultural awareness (partial: 2/2 words)""], ""category_score"": 6.0}]","homepage,/about-us,/mission,/vision","support for the monastery’s charitable, social, education,support for the reconstruction of the historical athoniada academy (1750 ad) • undertaking of related research and support of numerous academic publications • renovation and restoration of monastery’s anciently renowned buildings • utilization of the priceless resources of the monastery’s abounding library and the digitization of the material therein • promotion of the monastery’s works in art, education","education,cultural,education,cultural,education,cultural,education,cultural",2025-10-22T19:43:35.396916,
Jl Charitable Foundation,842397358,Monroe,NY,T23,,https://projects.propublica.org/nonprofits/organizations/842397358,charitable foundation,2025-10-17 17:56:50,,,,,,,,not_contacted,no,no,,,,high,error,,,,0.0,,,,,,2025-10-22T19:43:38.422567,'grant_history'
Manhattan Charitable Foundation,562290295,New York,NY,T20,,https://projects.propublica.org/nonprofits/organizations/562290295,charitable foundation,2025-10-17 17:56:50,https://manhattan.org,info@manhattan.org,,,,,,not_contacted,no,no,,,,high,estimated,,"info@manhattan.org,contact@manhattan.org,hello@manhattan.org,inquiries@manhattan.org,development@manhattan.org,admin@manhattan.org",5.0,38.0,will be considering a tax incentive tomorrow night that could potentially be the final piece to the puzzle for reinvention of the wareham theater in downtown manhattan.,"[{""category"": ""primary"", ""keywords_found"": [""accessibility""], ""category_score"": 7}, {""category"": ""disability_support"", ""keywords_found"": [""accessibility""], ""category_score"": 8}, {""category"": ""youth_development"", ""keywords_found"": [""youth development (partial: 2/2 words)""], ""category_score"": 8.0}, {""category"": ""community_education"", ""keywords_found"": [""community school (partial: 2/2 words)"", ""community engagement (partial: 2/2 words)""], ""category_score"": 15.0}]",homepage,,"health,community,youth,accessibility,cultural",2025-10-22T19:43:55.411444,
Landegger Charitable Foundation,510180544,Rye Brook,NY,,,https://projects.propublica.org/nonprofits/organizations/510180544,charitable foundation,2025-10-17 17:56:50,,,,,,,,not_contacted,no,no,,,,high,error,,,,0.0,,,,,,2025-10-22T19:43:58.630140,'grant_history'
Wayen Charitable Foundation,133466312,Forest Hills,NY,,,https://projects.propublica.org/nonprofits/organizations/133466312,charitable foundation,2025-10-17 17:56:50,,,,,,,,not_contacted,no,no,,,,high,error,,,,0.0,,,,,,2025-10-22T19:43:58.864629,'grant_history'
Ebg Charitable Foundation,822512506,Monsey,NY,T30,,https://projects.propublica.org/nonprofits/organizations/822512506,charitable foundation,2025-10-17 17:56:50,,,,,,,,not_contacted,no,no,,,,high,error,,,,0.0,,,,,,2025-10-22T19:43:59.422464,'grant_history'
Harjen Charitable Foundation,260276553,New York,NY,T20,,https://projects.propublica.org/nonprofits/organizations/260276553,charitable foundation,2025-10-17 17:56:50,,,,,,,,not_contacted,no,no,,,,high,error,,,,0.0,,,,,,2025-10-22T19:43:59.672414,'grant_history'
Arf Charitable Foundation,832786566,New York,NY,T21,,https://projects.propublica.org/nonprofits/organizations/832786566,charitable foundation,2025-10-17 17:56:50,https://arf.org,info@arf.org,,,,,,not_contacted,no,no,,,,high,estimated,,"info@arf.org,contact@arf.org,hello@arf.org,inquiries@arf.org,development@arf.org,admin@arf.org",0.0,0.0,,,"homepage,/about,/about-us,/mission,/vision,/our-mission,/what-we-do,/programs,/grants,/giving,/impact",,,2025-10-22T19:44:06.474436,
Jeffrey Charitable Foundation,814615729,Monsey,NY,T20,,https://projects.propublica.org/nonprofits/organizations/814615729,charitable foundation,2025-10-17 17:56:50,,,,,,,,not_contacted,no,no,,,,high,error,,,,0.0,,,,,,2025-10-22T19:44:19.456365,'grant_history'
Nexstar Charitable Foundation,136161525,New York,NY,,,https://projects.propublica.org/nonprofits/organizations/136161525,charitable foundation,2025-10-17 17:56:50,,,,,,,,not_contacted,no,no,,,,high,error,,,,0.0,,,,,,2025-10-22T19:44:20.014062,'grant_history'
Mfk Charitable Foundation,264457852,Brooklyn,NY,T22,,https://projects.propublica.org/nonprofits/organizations/264457852,charitable foundation,2025-10-17 17:56:50,,,,,,,,not_contacted,no,no,,,,high,error,,,,0.0,,,,,,2025-10-22T19:44:23.593505,'grant_history'
Segal Charitable Foundation,113412302,Brooklyn,NY,T90Z,,https://projects.propublica.org/nonprofits/organizations/113412302,charitable foundation,2025-10-17 17:56:50,https://segal.org,contactyyyy@segal.org,,,,,,not_contacted,no,no,,,,high,harvested,contactyyyy@segal.org,,3.0,0.0,,,homepage,,"arts,learning",2025-10-22T19:44:34.649022,
Evercore Charitable Foundation,863977771,New York,NY,T21,,https://projects.propublica.org/nonprofits/organizations/863977771,charitable foundation,2025-10-17 17:56:50,https://evercore.org,info@evercore.org,,,,,,not_contacted,no,no,,,,high,estimated,,"info@evercore.org,contact@evercore.org,hello@evercore.org,inquiries@evercore.org,development@evercore.org,admin@evercore.org",5.0,0.0,,,"homepage,/about",,,2025-10-22T19:44:56.148278,
Marelda Charitable Foundation,455510047,New York,NY,T20,,https://projects.propublica.org/nonprofits/organizations/455510047,charitable foundation,2025-10-17 17:56:50,,,,,,,,not_contacted,no,no,,,,high,error,,,,0.0,,,,,,2025-10-22T19:44:58.640215,'grant_history'
Kw Charitable Foundation,113366771,Brooklyn,NY,T31J,,https://projects.propublica.org/nonprofits/organizations/113366771,charitable foundation,2025-10-17 17:56:50,,,,,,,,not_contacted,no,no,,,,high,error,,,,0.0,,,,,,2025-10-22T19:45:00.365911,'grant_history'
Overdeck Family Foundation,264377643,New York,NY,T22,,https://projects.propublica.org/nonprofits/organizations/264377643,family foundation,2025-10-17 17:56:51,https://overdeck.org,info@overdeck.org,,,,,,not_contacted,no,no,,,,high,estimated,,"info@overdeck.org,contact@overdeck.org,hello@overdeck.org,inquiries@overdeck.org,development@overdeck.org,admin@overdeck.org",5.0,35.0,measurably enhance education inside and outside the classroom.,"[{""category"": ""primary"", ""keywords_found"": [""art education (partial: 2/2 words)""], ""category_score"": 10.0}, {""category"": ""youth_development"", ""keywords_found"": [""children"", ""young minds""], ""category_score"": 15}, {""category"": ""community_education"", ""keywords_found"": [""school partnerships"", ""quality education (partial: 2/2 words)""], ""category_score"": 14.0}, {""category"": ""primary"", ""keywords_found"": [""art education (partial: 2/2 words)""], ""category_score"": 10.0}, {""category"": ""youth_development"", ""keywords_found"": [""children""], ""category_score"": 7}, {""category"": ""community_education"", ""keywords_found"": [""community school (partial: 2/2 words)"", ""school partnerships (partial: 2/2 words)""], ""category_score"": 16.0}, {""category"": ""primary"", ""keywords_found"": [""art education (partial: 2/2 words)""], ""category_score"": 10.0}, {""category"": ""youth_development"", ""keywords_found"": [""children""], ""category_score"": 7}, {""category"": ""community_education"", ""keywords_found"": [""community school (partial: 2/2 words)"", ""school partnerships (partial: 2/2 words)""], ""category_score"": 16.0}]","homepage,/about,/about-us","support focus on unlocking innovation, evidence, and growth opportunities, clearing the path to scale for organizations and researchers that are committed to accelerating key academic and socioemotional outcomes for all children. 106 grantees 75 million children 500,000 educators 6 million families unlocking innovation quill.org overdeck family foundation’s funding helped quill.org foster new partnerships with curriculum providers and develop new products to meet diverse student needs. in 2024, quill, which aims to help all students become critical thinkers through the practice of reading and writing, launched content for social studies educators, “building ai knowledge” activities, and enhanced spanish language functionality. since its founding in 2014, approximately 10 million students have written two billion sentences on the platform.read more unlocking innovation talkingpoints since overdeck family foundation began funding talkingpoints in 2020, the organization has continued to innovate on its product while growing its reach tenfold. the nonprofit, which serves as a tech-enabled family engagement solution that empowers educators to build effective family-school partnerships through two-way communication in 150+ languages, also provides coaching for schools and families and actionable data on student progress. with the addition of genai, talkingpoints is experimenting with in-the-moment suggestions and guidance for both teachers and families that can help improve family engagement and student learning.read more unlocking evidence onyourmark utilizing funding from overdeck family foundation, onyourmark, a nonprofit that provides high-impact virtual tutoring to students in kindergarten through second grade, gained insight into the potential impact of virtual tutoring on student learning. the organization worked with stanford university to conduct a randomized controlled trial of onyourmark, which examined over 2,000 students across 12 schools. researchers found that onyourmark tutoring had a positive impact on students’ early literacy skills, as measured with an assessment called the dibels, with the largest effects on kindergarteners’ knowledge of letter sounds and first graders’ decoding skills.read more unlocking growth new jersey tutoring corps, inc. in 2021, overdeck family foundation worked with the new jersey pandemic relief fund to launch the new jersey tutoring corps, a high-dosage, small-group, tutoring program designed to accelerate learning recovery for students impacted by pandemic-related learning losses. in 2024, the tutoring corps prioritized fostering close district partnerships through its in-school tutoring program, increasing the nonprofit’s year-over-year reach by 64 percent, serving almost 4,000 total kindergarten through eighth grade students in 80 school sites across 25 districts. during this time, the organization also saw significant earned revenue growth, demonstrating strong demand for high-impact tutoring across new jersey.read more unlocking growth museum of science (eie) the museum of science in boston, ma used funding from overdeck family foundation to scale its engineering is elementary® (eie) and youth engineering solutions (yes) curricula while providing families with resources to lead engineering and computer science activities at home. in sy 2023-24, over one million students accessed yes and eie’s engineering and computer science units, a 115 percent year-over-year increase primarily fueled by educator demand for high-quality and engaging engineering curricular materials for in-school and out-of-school time programs.read more unlocking growth national inventors hall of fame since 2020, overdeck family foundation’s funding has helped the national inventors hall of fame expand access to stem enrichment programs including camp invention®, club invention®, and invention project®. during the covid-19 pandemic, the team capitalized on federal stimulus dollars by spearheading new partnerships with school districts that led to growth of 22 percent year over year. at the same time, the organization saw notable growth in its out-of-school time programs, with camp invention averaging approximately 83 campers per camp, the largest in the organization’s history. in 2023, the national inventors hall of fame grew total students served by 37 percent.read more 1/5 meet our grantees we fund organizations that measurably enhance education,funding areas overdeck family foundation focuses exclusively on education, providing funding across four focus areas that encompass the whole child from birth through high school both inside and outside the classroom. early_impact created with sketch. early impactcreating strong foundations for early learning.learn more exceptional_educators created with sketch. exceptional educatorsmaking the educator role more effective and sustainable.learn more innovative_schools created with sketch. innovative schoolssupporting student-centered learning environments.learn more inspired_minds created with sketch. inspired mindsinspiring young minds through hands-on stem learning.learn more data_action created with sketch. data for actionconverting data into insights and outcomes.read morefoundation news you've paid for tutoring. here's how to make sure it works.read more spotlight on evidence: reimagining the teaching role by investing in strategic staffingread more perspectives: esser deadline puts out-of-school programs,funding has helped the national inventors hall of fame expand access to stem enrichment programs,funding criteria capacity-building support our grantees grantee portal news & resources our blog research repository grantmaking & impact reports about leadership team careers contact popular search terms: grants perspectives grantee portal 2022 updates covid news overdeck family foundation awards $10.6 million in grants in q3 2025 read more perspectives science scores are down. but we know what would improve them. read more perspectives missing key to student engagement: teachers’ time read more research what we’re learning from our investments in reducing chronic absenteeism read more perspectives the science of reading and play go hand-in-hand. schools must make it happen read more read more 1/5 our mission: measurably enhance education inside and outside the classroom. our grantmaking and strategic support focus on unlocking innovation, evidence, and growth opportunities, clearing the path to scale for organizations and researchers that are committed to accelerating key academic and socioemotional outcomes for all children. 106 grantees 75 million children 500,000 educators 6 million families unlocking innovation quill.org overdeck family foundation’s funding helped quill.org foster new partnerships with curriculum providers and develop new products to meet diverse student needs. in 2024, quill, which aims to help all students become critical thinkers through the practice of reading and writing, launched content for social studies educators, “building ai knowledge” activities, and enhanced spanish language functionality. since its founding in 2014, approximately 10 million students have written two billion sentences on the platform.read more unlocking innovation talkingpoints since overdeck family foundation began funding talkingpoints in 2020, the organization has continued to innovate on its product while growing its reach tenfold. the nonprofit, which serves as a tech-enabled family engagement solution that empowers educators to build effective family-school partnerships through two-way communication in 150+ languages, also provides coaching for schools and families and actionable data on student progress. with the addition of genai, talkingpoints is experimenting with in-the-moment suggestions and guidance for both teachers and families that can help improve family engagement and student learning.read more unlocking evidence onyourmark utilizing funding from overdeck family foundation, onyourmark, a nonprofit that provides high-impact virtual tutoring to students in kindergarten through second grade, gained insight into the potential impact of virtual tutoring on student learning. the organization worked with stanford university to conduct a randomized controlled trial of onyourmark, which examined over 2,000 students across 12 schools. researchers found that onyourmark tutoring had a positive impact on students’ early literacy skills, as measured with an assessment called the dibels, with the largest effects on kindergarteners’ knowledge of letter sounds and first graders’ decoding skills.read more unlocking growth new jersey tutoring corps, inc. in 2021, overdeck family foundation worked with the new jersey pandemic relief fund to launch the new jersey tutoring corps, a high-dosage, small-group, tutoring program designed to accelerate learning recovery for students impacted by pandemic-related learning losses. in 2024, the tutoring corps prioritized fostering close district partnerships through its in-school tutoring program, increasing the nonprofit’s year-over-year reach by 64 percent, serving almost 4,000 total kindergarten through eighth grade students in 80 school sites across 25 districts. during this time, the organization also saw significant earned revenue growth, demonstrating strong demand for high-impact tutoring across new jersey.read more unlocking growth museum of science (eie) the museum of science in boston, ma used funding from overdeck family foundation to scale its engineering is elementary® (eie) and youth engineering solutions (yes) curricula while providing families with resources to lead engineering and computer science activities at home. in sy 2023-24, over one million students accessed yes and eie’s engineering and computer science units, a 115 percent year-over-year increase primarily fueled by educator demand for high-quality and engaging engineering curricular materials for in-school and out-of-school time programs,support our grantees grantee portal news & resources our blog research repository grantmaking & impact reports about leadership team careers contact popular search terms: grants perspectives grantee portal 2022 updates covid news overdeck family foundation awards $10.6 million in grants in q3 2025 read more perspectives science scores are down. but we know what would improve them. read more perspectives missing key to student engagement: teachers’ time read more research what we’re learning from our investments in reducing chronic absenteeism read more perspectives the science of reading and play go hand-in-hand. schools must make it happen read more read more 1/5 our mission: measurably enhance education,funding criteria capacity-building support our grantees grantee portal news & resources our blog research repository grantmaking & impact reports about leadership team careers contact popular search terms: grants perspectives grantee portal 2022 updates covid overdeck family foundationproviding all children the opportunity to unlock their potential. about usoverdeck family foundation was founded in 2011 by john and laura overdeck with the goal of providing all children the opportunity to unlock their potential. we focus exclusively on enhancing education, funding efforts both inside and outside of school in the areas of early childhood, hands-on stem education, and k-9 programs,support our grantees grantee portal news & resources our blog research repository grantmaking & impact reports about leadership team careers contact popular search terms: grants perspectives grantee portal 2022 updates covid overdeck family foundationproviding all children the opportunity to unlock their potential. about usoverdeck family foundation was founded in 2011 by john and laura overdeck with the goal of providing all children the opportunity to unlock their potential. we focus exclusively on enhancing education,funding criteria capacity-building support our grantees grantee portal news & resources our blog research repository grantmaking & impact reports about leadership team careers contact popular search terms: grants perspectives grantee portal 2022 updates covid overdeck family foundationproviding all children the opportunity to unlock their potential. about usoverdeck family foundation was founded in 2011 by john and laura overdeck with the goal of providing all children the opportunity to unlock their potential. we focus exclusively on enhancing education, funding efforts both inside and outside of school in the areas of early childhood, hands-on stem education, and k-9 programs,support our grantees grantee portal news & resources our blog research repository grantmaking & impact reports about leadership team careers contact popular search terms: grants perspectives grantee portal 2022 updates covid overdeck family foundationproviding all children the opportunity to unlock their potential. about usoverdeck family foundation was founded in 2011 by john and laura overdeck with the goal of providing all children the opportunity to unlock their potential. we focus exclusively on enhancing education","education,youth,children,learning,education,community,children,learning,education,community,children,learning",2025-10-22T19:45:34.353175,
Blavatnik Family Foundation,812444350,New York,NY,T20,,https://projects.propublica.org/nonprofits/organizations/812444350,family foundation,2025-10-17 17:56:51,,,,,,,,not_contacted,no,no,,,,high,error,,,,0.0,,,,,,2025-10-22T19:45:39.600935,'grant_history'
Hao Family Foundation,473853918,Saratoga Spgs,NY,T20,,https://projects.propublica.org/nonprofits/organizations/473853918,family foundation,2025-10-17 17:56:51,,,,,,,,not_contacted,no,no,,,,high,error,,,,0.0,,,,,,2025-10-22T19:45:41.105466,'grant_history'
Banga Family Foundation,931621605,New York,NY,T20,,https://projects.propublica.org/nonprofits/organizations/931621605,family foundation,2025-10-17 17:56:51,,,,,,,,not_contacted,no,no,,,,high,error,,,,0.0,,,,,,2025-10-22T19:45:42.495769,'grant_history'
Stanley Family Foundation,61157888,Briarcliff,NY,,,https://projects.propublica.org/nonprofits/organizations/61157888,family foundation,2025-10-17 17:56:51,https://stanleyfamily.org,info@stanleyfamily.org,,,,,,not_contacted,no,no,,,,high,estimated,,"info@stanleyfamily.org,contact@stanleyfamily.org,hello@stanleyfamily.org,inquiries@stanleyfamily.org,development@stanleyfamily.org,admin@stanleyfamily.org",0.0,0.0,,,,,,2025-10-22T19:45:56.313601,
Sundheim Family Foundation,831563495,New York,NY,T20,,https://projects.propublica.org/nonprofits/organizations/831563495,family foundation,2025-10-17 17:56:51,,,,,,,,not_contacted,no,no,,,,high,error,,,,0.0,,,,,,2025-10-22T19:45:59.253304,'grant_history'
Gong Family Foundation,850778984,North Salem,NY,T22,,https://projects.propublica.org/nonprofits/organizations/850778984,family foundation,2025-10-17 17:56:51,,,,,,,,not_contacted,no,no,,,,high,error,,,,0.0,,,,,,2025-10-22T19:46:09.448723,'grant_history'
Paulson Family Foundation,263922995,New York,NY,T22,,https://projects.propublica.org/nonprofits/organizations/263922995,family foundation,2025-10-17 17:56:51,,,,,,,,not_contacted,no,no,,,,high,error,,,,0.0,,,,,,2025-10-22T19:46:11.076186,'grant_history'
Treehouse Family Foundation,854230020,New York,NY,T20,,https://projects.propublica.org/nonprofits/organizations/854230020,family foundation,2025-10-17 17:56:51,https://treehousefamily.org,info@treehousefamily.org,,,,,,not_contacted,no,no,,,,high,estimated,,"info@treehousefamily.org,contact@treehousefamily.org,hello@treehousefamily.org,inquiries@treehousefamily.org,development@treehousefamily.org,admin@treehousefamily.org",0.0,0.0,,,homepage,,,2025-10-22T19:46:17.771011,
Lubetzky Family Foundation,821648087,New York,NY,W70,,https://projects.propublica.org/nonprofits/organizations/821648087,family foundation,2025-10-17 17:56:51,https://lubetzkyfamilyfoundation.org,info@lubetzky.org,,,,,,not_contacted,no,no,,,,high,harvested,"info@lubetzky.org,info@lubetzky.orglubetzky",,0.0,0.0,"statementfostering empathy and critical thinking to build resilient democracies and safeguard humanity​values statementrabbi hillel said “in a place where there is no humanity, strive thou to be human.",,homepage,,"community,learning",2025-10-22T19:46:28.243793,
Timashev Family Foundation,821674572,New York,NY,P20,,https://projects.propublica.org/nonprofits/organizations/821674572,family foundation,2025-10-17 17:56:51,https://timashevfamilyfoundation.org,info@timashevfamilyfoundation.org,,,,,,not_contacted,no,no,,,,high,estimated,,"info@timashevfamilyfoundation.org,contact@timashevfamilyfoundation.org,hello@timashevfamilyfoundation.org,inquiries@timashevfamilyfoundation.org,development@timashevfamilyfoundation.org,admin@timashevfamilyfoundation.org",3.0,78.5,providing cutting-edge education for the next generation.,"[{""category"": ""primary"", ""keywords_found"": [""arts education (partial: 2/2 words)"", ""art education (partial: 2/2 words)"", ""arts program (partial: 2/2 words)"", ""arts access (partial: 2/2 words)"", ""accessibility""], ""category_score"": 43.0}, {""category"": ""disability_support"", ""keywords_found"": [""accessibility""], ""category_score"": 8}, {""category"": ""youth_development"", ""keywords_found"": [""student empowerment (partial: 2/2 words)""], ""category_score"": 8.0}, {""category"": ""community_education"", ""keywords_found"": [""community school (partial: 2/2 words)"", ""school partnerships (partial: 2/2 words)"", ""educational access (partial: 2/2 words)"", ""empowering students (partial: 2/2 words)""], ""category_score"": 31.0}, {""category"": ""primary"", ""keywords_found"": [""arts education (partial: 2/2 words)"", ""art education (partial: 2/2 words)"", ""arts program (partial: 2/2 words)"", ""arts access (partial: 2/2 words)""], ""category_score"": 36.0}, {""category"": ""youth_development"", ""keywords_found"": [""student empowerment (partial: 2/2 words)""], ""category_score"": 8.0}, {""category"": ""community_education"", ""keywords_found"": [""community school (partial: 2/2 words)"", ""school partnerships (partial: 2/2 words)"", ""empowering students (partial: 2/2 words)""], ""category_score"": 23.0}]","homepage,/about","funding faculty programs,support university initiatives and the timashev family music building—one of the nation’s most advanced music facilities. in recognition of their contributions, ratmir and angela received ohio state’s distinguished service award.angela, an avid art supporter, serves on the board of the bruce museum in greenwich, connecticut, which showcases art, science, and natural history. the foundation also supports dallas contemporary, a museum dedicated to emerging and established artists.during the pandemic, the foundation helped revitalize in-person cultural events, becoming a key supporter of the 2022 smithsonian folklife festival. its sponsorship of the gifts we carry: sounds of migration and memory, a concert led by yo-yo ma, celebrated resilience and cultural diversity through music.community empowermentthe timashev family foundation is dedicated to strengthening communities through humanitarian aid, climate resilience, and essential services.in response to global crises, the foundation has supported refugee and humanitarian efforts in afghanistan and ukraine. in 2022, it helped the aleph institute deliver medical supplies and life-saving treatments to communities in afghanistan. following the invasion of ukraine, it partnered with world central kitchen, helping provide hundreds of thousands of warm meals to those affected by the war. the foundation also supports israaid, a global leader in disaster relief, and the mighty oaks foundation, which provides resiliency and recovery programs for u.s. veterans.the foundation is committed to environmental conservation and proudly supports the wild salmon center in its efforts to protect critical salmon ecosystems. in 2024, the organization recognized ratmir for his contributions to preserving these habitats. stay updateddiscover our latest impactexplore the latest stories highlighting our partners and how the timashev family foundation is driving change through innovation, education, and the arts,support university initiatives and the timashev family music building—one of the nation’s most advanced music facilities. in recognition of their contributions, ratmir and angela received ohio state’s distinguished service award.angela, an avid art supporter, serves on the board of the bruce museum in greenwich, connecticut, which showcases art, science, and natural history. the foundation also supports dallas contemporary, a museum dedicated to emerging and established artists.during the pandemic, the foundation helped revitalize in-person cultural events, becoming a key supporter of the 2022 smithsonian folklife festival. its sponsorship of the gifts we carry: sounds of migration and memory, a concert led by yo-yo ma, celebrated resilience and cultural diversity through music.community empowermentthe timashev family foundation is dedicated to strengthening communities through humanitarian aid, climate resilience, and essential services.in response to global crises, the foundation has supported refugee and humanitarian efforts in afghanistan and ukraine. in 2022, it helped the aleph institute deliver medical supplies and life-saving treatments to communities in afghanistan. following the invasion of ukraine, it partnered with world central kitchen, helping provide hundreds of thousands of warm meals to those affected by the war. the foundation also supports israaid, a global leader in disaster relief, and the mighty oaks foundation, which provides resiliency and recovery programs for u.s. veterans.the foundation is committed to environmental conservation and proudly supports the wild salmon center in its efforts to protect critical salmon ecosystems. in 2024, the organization recognized ratmir for his contributions to preserving these habitats. stay updateddiscover our latest impactexplore the latest stories highlighting our partners and how the timashev family foundation is driving change through innovation, education","education,arts,community,accessibility,cultural,empowerment,education,arts,community,learning,cultural,empowerment",2025-10-22T19:46:45.027234,
Higgins Family Foundation,384152217,New York,NY,T22,,https://projects.propublica.org/nonprofits/organizations/384152217,family foundation,2025-10-17 17:56:51,https://higgins.org,you@higgins.org,,,,,,not_contacted,no,no,,,,high,harvested,you@higgins.org,,0.0,0.0,,,"homepage,/about,/about-us,/mission,/vision,/our-mission,/what-we-do,/programs,/grants,/giving,/impact",,,2025-10-22T19:47:18.558152,
Patterson Family Foundation,356975288,New York,NY,T20,,https://projects.propublica.org/nonprofits/organizations/356975288,family foundation,2025-10-17 17:56:51,https://pattersonfamilyfoundation.org,info@pffkc.org,,,,,,not_contacted,no,no,,,,high,harvested,"christy@kansascfs.org,info@pffkc.org,emily@pffkc.org,support@pffkc.org",,4.0,4.181818181818182,that thriving rural communities aren’t just about the numbers—they’re about the people who choose to live there.,"[{""category"": ""primary"", ""keywords_found"": [""art education (partial: 2/2 words)"", ""accessibility""], ""category_score"": 17.0}, {""category"": ""disability_support"", ""keywords_found"": [""accessibility""], ""category_score"": 8}, {""category"": ""community_education"", ""keywords_found"": [""educational access (partial: 2/2 words)"", ""quality education"", ""community engagement""], ""category_score"": 21.0}]","homepage,/about,/about-us,/mission,/vision,/our-mission,/what-we-do,/programs,/grants,/giving,/impact",,"education,health,community,accessibility,learning",2025-10-22T19:47:38.297227,
Quad Family Foundation,463835222,Cohoes,NY,T20,,https://projects.propublica.org/nonprofits/organizations/463835222,family foundation,2025-10-17 17:56:51,,,,,,,,not_contacted,no,no,,,,high,error,,,,0.0,,,,,,2025-10-22T19:47:40.779925,'grant_history'
Mai Family Foundation,133915987,New York,NY,T20J,,https://projects.propublica.org/nonprofits/organizations/133915987,family foundation,2025-10-17 17:56:51,,,,,,,,not_contacted,no,no,,,,high,error,,,,0.0,,,,,,2025-10-22T19:47:43.490617,'grant_history'
Daftuar Family Foundation,474685449,New York,NY,G99,,https://projects.propublica.org/nonprofits/organizations/474685449,family foundation,2025-10-17 17:56:51,,,,,,,,not_contacted,no,no,,,,high,error,,,,0.0,,,,,,2025-10-22T19:47:44.514978,'grant_history'
Erie Family Foundation,522339484,New York,NY,T22,,https://projects.propublica.org/nonprofits/organizations/522339484,family foundation,2025-10-17 17:56:51,,,,,,,,not_contacted,no,no,,,,high,error,,,,0.0,,,,,,2025-10-22T19:47:45.123815,'grant_history'
Mucci Family Foundation,922880400,Rochester,NY,T22,,https://projects.propublica.org/nonprofits/organizations/922880400,family foundation,2025-10-17 17:56:51,,,,,,,,not_contacted,no,no,,,,high,error,,,,0.0,,,,,,2025-10-22T19:47:46.318001,'grant_history'
