sponsor_name,ein,city,state,ntee_code,classification,propublica_url,search_term_found,collected_at,website,email,phone,contact_person,mission_statement,annual_revenue,assets,outreach_status,email_sent,response_received,sponsorship_amount,notes,follow_up_date,priority_level
Sailahead Corporation,810900037,Huntingtn Sta,NY,W30,,https://projects.propublica.org/nonprofits/organizations/810900037,corporation,2025-10-17 17:57:34,,,,,,,,not_contacted,no,no,,,,medium
Infinety Corporation,463847340,Marcellus,NY,B05,,https://projects.propublica.org/nonprofits/organizations/463847340,corporation,2025-10-17 17:57:34,,,,,,,,not_contacted,no,no,,,,medium
5983 Corporation,237218901,Farmingdale,NY,,,https://projects.propublica.org/nonprofits/organizations/237218901,corporation,2025-10-17 17:57:34,,,,,,,,not_contacted,no,no,,,,medium
Rush Corporation,166068485,Rochester,NY,,,https://projects.propublica.org/nonprofits/organizations/166068485,corporation,2025-10-17 17:57:34,,,,,,,,not_contacted,no,no,,,,medium
Strong Association Incorporated,933167218,New York,NY,F01,,https://projects.propublica.org/nonprofits/organizations/933167218,association,2025-10-17 17:57:35,,,,,,,,not_contacted,no,no,,,,medium
Heart And Health Educationfoundation Inc,203919579,Briarcliff Manor,NY,G430,,https://projects.propublica.org/nonprofits/organizations/203919579,health,2025-10-17 17:57:39,,,,,,,,not_contacted,no,no,,,,high
Health Quest Veba Health Savings Trust,274847462,La Grangeville,NY,Y43,,https://projects.propublica.org/nonprofits/organizations/274847462,health,2025-10-17 17:57:39,,,,,,,,not_contacted,no,no,,,,high
Heart And Health Educational Foundation Inc,873296905,Dix Hills,NY,E70,,https://projects.propublica.org/nonprofits/organizations/873296905,health,2025-10-17 17:57:39,,,,,,,,not_contacted,no,no,,,,high
Health Research Inc Postretirement Health Benefits Trust,464309365,Menands,NY,Y43,,https://projects.propublica.org/nonprofits/organizations/464309365,health,2025-10-17 17:57:39,,,,,,,,not_contacted,no,no,,,,high
Israel Healthcare Foundation,273649987,New York,NY,E12,,https://projects.propublica.org/nonprofits/organizations/273649987,healthcare,2025-10-17 17:57:40,,,,,,,,not_contacted,no,no,,,,high
Healthcare Impact Foundation,823038867,New York,NY,E19,,https://projects.propublica.org/nonprofits/organizations/823038867,healthcare,2025-10-17 17:57:40,,,,,,,,not_contacted,no,no,,,,high
Labor Management Healthcare Fund,200422657,Cheektowaga,NY,Y43,,https://projects.propublica.org/nonprofits/organizations/200422657,healthcare,2025-10-17 17:57:40,,,,,,,,not_contacted,no,no,,,,high
Medical Education & Information Association,262865398,Binghamton,NY,B03,,https://projects.propublica.org/nonprofits/organizations/262865398,medical,2025-10-17 17:57:41,,,,,,,,not_contacted,no,no,,,,medium
Medical Excellence Foundation,873870324,Nissequogue,NY,T20,,https://projects.propublica.org/nonprofits/organizations/873870324,medical,2025-10-17 17:57:41,,,,,,,,not_contacted,no,no,,,,high
Warrior Medical Corporation,462888358,Great Neck,NY,G92,,https://projects.propublica.org/nonprofits/organizations/462888358,medical,2025-10-17 17:57:41,,,,,,,,not_contacted,no,no,,,,medium
Wellness Foundation,203265442,Sag Harbor,NY,,,https://projects.propublica.org/nonprofits/organizations/203265442,wellness,2025-10-17 17:57:43,,,,,,,,not_contacted,no,no,,,,high
Wellness Alliance Foundation,810747267,New York,NY,P20,,https://projects.propublica.org/nonprofits/organizations/810747267,wellness,2025-10-17 17:57:43,,,,,,,,not_contacted,no,no,,,,high
Malta Human Services Foundation,133623325,New York,NY,Q330,,https://projects.propublica.org/nonprofits/organizations/133623325,human services,2025-10-17 17:57:44,,,,,,,,not_contacted,no,no,,,,high
Trinity Human Services Corporation,133171439,Brooklyn,NY,,,https://projects.propublica.org/nonprofits/organizations/133171439,human services,2025-10-17 17:57:44,,,,,,,,not_contacted,no,no,,,,medium
Spectrum Human Services Foundation Inc,222832638,Orchard Park,NY,P28Z,,https://projects.propublica.org/nonprofits/organizations/222832638,human services,2025-10-17 17:57:44,,,,,,,,not_contacted,no,no,,,,high
Abba Human Services Foundation Inc,843805419,New City,NY,E92,,https://projects.propublica.org/nonprofits/organizations/843805419,human services,2025-10-17 17:57:44,,,,,,,,not_contacted,no,no,,,,high
Foundation For Human Services Inc,141792786,Loch Sheldrke,NY,T20J,,https://projects.propublica.org/nonprofits/organizations/141792786,human services,2025-10-17 17:57:44,,,,,,,,not_contacted,no,no,,,,high
Immigrant Social Services Inc,132689273,New York,NY,P84Z,,https://projects.propublica.org/nonprofits/organizations/132689273,social services,2025-10-17 17:57:46,,,,,,,,not_contacted,no,no,,,,medium
Grand Central Neighborhood Social Services Corporation,133534255,New York,NY,P850,,https://projects.propublica.org/nonprofits/organizations/133534255,social services,2025-10-17 17:57:46,,,,,,,,not_contacted,no,no,,,,medium
Youth Renewal Fund,133641489,New York,NY,B25I,,https://projects.propublica.org/nonprofits/organizations/133641489,youth,2025-10-17 17:57:47,,,,,,,,not_contacted,no,no,,,,high
Youth Foundation Inc,136093036,New York,NY,,,https://projects.propublica.org/nonprofits/organizations/136093036,youth,2025-10-17 17:57:47,,,,,,,,not_contacted,no,no,,,,high
Swieca Children Foundation,464310665,New York,NY,T30,,https://projects.propublica.org/nonprofits/organizations/464310665,children,2025-10-17 17:57:48,,,,,,,,not_contacted,no,no,,,,high
Albanian Children Fund,133964543,Staten Island,NY,,,https://projects.propublica.org/nonprofits/organizations/133964543,children,2025-10-17 17:57:48,,,,,,,,not_contacted,no,no,,,,high
Bertas Children Foundation,824200867,Bronx,NY,Q33,,https://projects.propublica.org/nonprofits/organizations/824200867,children,2025-10-17 17:57:48,,,,,,,,not_contacted,no,no,,,,high
New York Foundation,135626345,New York,NY,,,https://projects.propublica.org/nonprofits/organizations/135626345,new york,2025-10-17 17:57:49,,,,,,,,not_contacted,no,no,,,,high
Wine Spectator California Scholarship Foundation,133129027,New York,NY,,,https://projects.propublica.org/nonprofits/organizations/133129027,california,2025-10-17 17:57:50,,,,,,,,not_contacted,no,no,,,,high
National Currency Foundation,452547457,New York,NY,A80,,https://projects.propublica.org/nonprofits/organizations/452547457,national,2025-10-17 17:57:52,,,,,,,,not_contacted,no,no,,,,high
American Cancer Foundation Of America Inc,833979648,Staten Island,NY,G30,,https://projects.propublica.org/nonprofits/organizations/833979648,american,2025-10-17 17:57:53,,,,,,,,not_contacted,no,no,,,,high
United States Fund For Unicef,131760110,New York,NY,Q420,,https://projects.propublica.org/nonprofits/organizations/131760110,united states,2025-10-17 17:57:54,,,,,,,,not_contacted,no,no,,,,high
Maia United States Foundation,854292493,New York,NY,Q30,,https://projects.propublica.org/nonprofits/organizations/854292493,united states,2025-10-17 17:57:54,,,,,,,,not_contacted,no,no,,,,high
United States Go Foundation,133621764,New York,NY,Z99Z,,https://projects.propublica.org/nonprofits/organizations/133621764,united states,2025-10-17 17:57:54,,,,,,,,not_contacted,no,no,,,,high
Foundation Foundation,475374786,Lytle Creek,CA,P32,,https://projects.propublica.org/nonprofits/organizations/475374786,foundation,2025-10-17 17:57:55,,,,,,,,not_contacted,no,no,,,,high
Springwell Foundationi,932444083,Walnut Creek,CA,W70,,https://projects.propublica.org/nonprofits/organizations/932444083,foundation,2025-10-17 17:57:55,,,,,,,,not_contacted,no,no,,,,high
Armanino Foundation,812649898,San Ramon,CA,T23,,https://projects.propublica.org/nonprofits/organizations/812649898,foundation,2025-10-17 17:57:55,,,,,,,,not_contacted,no,no,,,,high
Seenfire Foundation,474734762,San Marino,CA,A02,,https://projects.propublica.org/nonprofits/organizations/474734762,foundation,2025-10-17 17:57:55,,,,,,,,not_contacted,no,no,,,,high
Ujimaa Foundation,270549307,Oakland,CA,B80,,https://projects.propublica.org/nonprofits/organizations/270549307,foundation,2025-10-17 17:57:55,,,,,,,,not_contacted,no,no,,,,high
Napipa Foundation,821406941,San Jose,CA,B03,,https://projects.propublica.org/nonprofits/organizations/821406941,foundation,2025-10-17 17:57:55,,,,,,,,not_contacted,no,no,,,,high
Seaoc Foundation,680363273,Sacramento,CA,U42,,https://projects.propublica.org/nonprofits/organizations/680363273,foundation,2025-10-17 17:57:55,,,,,,,,not_contacted,no,no,,,,high
Transcend Foundation,271261375,Long Beach,CA,N60,,https://projects.propublica.org/nonprofits/organizations/271261375,foundation,2025-10-17 17:57:55,,,,,,,,not_contacted,no,no,,,,high
Prism Foundation,273951660,Oakland,CA,R112,,https://projects.propublica.org/nonprofits/organizations/273951660,foundation,2025-10-17 17:57:55,,,,,,,,not_contacted,no,no,,,,high
Ael Foundation,680370324,Los Altos,CA,T20Z,,https://projects.propublica.org/nonprofits/organizations/680370324,foundation,2025-10-17 17:57:55,,,,,,,,not_contacted,no,no,,,,high
Rozellestrong Foundation,474053945,Oakland,CA,H12,,https://projects.propublica.org/nonprofits/organizations/474053945,foundation,2025-10-17 17:57:55,,,,,,,,not_contacted,no,no,,,,high
Alyden Foundation,462274751,Riverside,CA,E80,,https://projects.propublica.org/nonprofits/organizations/462274751,foundation,2025-10-17 17:57:55,,,,,,,,not_contacted,no,no,,,,high
Firemouse Foundation,831156190,Menifee,CA,T50,,https://projects.propublica.org/nonprofits/organizations/831156190,foundation,2025-10-17 17:57:55,,,,,,,,not_contacted,no,no,,,,high
G3 Foundation,463769137,Costa Mesa,CA,Q99,,https://projects.propublica.org/nonprofits/organizations/463769137,foundation,2025-10-17 17:57:55,,,,,,,,not_contacted,no,no,,,,high
Jgc Foundation,815073709,Burbank,CA,F20,,https://projects.propublica.org/nonprofits/organizations/815073709,foundation,2025-10-17 17:57:55,,,,,,,,not_contacted,no,no,,,,high
Parrot Foundation,273038305,Sacramento,CA,D20,,https://projects.propublica.org/nonprofits/organizations/273038305,foundation,2025-10-17 17:57:55,,,,,,,,not_contacted,no,no,,,,high
Torchbearers Foundation,593820836,Pls Vrds Pnsl,CA,B82,,https://projects.propublica.org/nonprofits/organizations/593820836,foundation,2025-10-17 17:57:55,,,,,,,,not_contacted,no,no,,,,high
Welsh Foundation,260365905,Moreno Valley,CA,T40,,https://projects.propublica.org/nonprofits/organizations/260365905,foundation,2025-10-17 17:57:55,,,,,,,,not_contacted,no,no,,,,high
Dream Foundation,921359756,Stockton,CA,F30,,https://projects.propublica.org/nonprofits/organizations/921359756,foundation,2025-10-17 17:57:55,,,,,,,,not_contacted,no,no,,,,high
Linqfoundation Foundation,335013224,Woodland Hills,CA,U99,,https://projects.propublica.org/nonprofits/organizations/335013224,foundation,2025-10-17 17:57:55,,,,,,,,not_contacted,no,no,,,,high
Krl Foundation,943387536,Los Altos,CA,T20,,https://projects.propublica.org/nonprofits/organizations/943387536,foundation,2025-10-17 17:57:55,,,,,,,,not_contacted,no,no,,,,high
Aff Foundation,611988533,Arcadia,CA,M24,,https://projects.propublica.org/nonprofits/organizations/611988533,foundation,2025-10-17 17:57:55,,,,,,,,not_contacted,no,no,,,,high
Itanner Foundation,462900841,Pacific Plsds,CA,G12,,https://projects.propublica.org/nonprofits/organizations/462900841,foundation,2025-10-17 17:57:55,,,,,,,,not_contacted,no,no,,,,high
Filrose Foundation,274185200,San Jose,CA,Q33,,https://projects.propublica.org/nonprofits/organizations/274185200,foundation,2025-10-17 17:57:55,,,,,,,,not_contacted,no,no,,,,high
Chg Foundation,330586911,Chula Vista,CA,E80,,https://projects.propublica.org/nonprofits/organizations/330586911,foundation,2025-10-17 17:57:55,,,,,,,,not_contacted,no,no,,,,high
Miracle Foundationsd,824929684,Spring Valley,CA,D99,,https://projects.propublica.org/nonprofits/organizations/824929684,foundations,2025-10-17 17:57:57,,,,,,,,not_contacted,no,no,,,,high
Solid Foundations,384135960,Goleta,CA,O50,,https://projects.propublica.org/nonprofits/organizations/384135960,foundations,2025-10-17 17:57:57,,,,,,,,not_contacted,no,no,,,,high
Formosa Foundations,332377871,Cupertino,CA,B12,,https://projects.propublica.org/nonprofits/organizations/332377871,foundations,2025-10-17 17:57:57,,,,,,,,not_contacted,no,no,,,,high
Sturdy Foundations,871838756,Compton,CA,L41,,https://projects.propublica.org/nonprofits/organizations/871838756,foundations,2025-10-17 17:57:57,,,,,,,,not_contacted,no,no,,,,high
Brt Charitable Foundation,842541048,San Francisco,CA,T20,,https://projects.propublica.org/nonprofits/organizations/842541048,charitable foundation,2025-10-17 17:57:58,,,,,,,,not_contacted,no,no,,,,high
Shunpike Charitable Foundation,832004366,Rch Cucamonga,CA,E80,,https://projects.propublica.org/nonprofits/organizations/832004366,charitable foundation,2025-10-17 17:57:58,,,,,,,,not_contacted,no,no,,,,high
Shekels Charitable Foundation,461614102,Los Angeles,CA,P99,,https://projects.propublica.org/nonprofits/organizations/461614102,charitable foundation,2025-10-17 17:57:58,,,,,,,,not_contacted,no,no,,,,high
Ares Charitable Foundation,843666714,Los Angeles,CA,T12,,https://projects.propublica.org/nonprofits/organizations/843666714,charitable foundation,2025-10-17 17:57:58,,,,,,,,not_contacted,no,no,,,,high
Kalmanovitz Charitable Foundation,946760317,Mill Valley,CA,T21,,https://projects.propublica.org/nonprofits/organizations/946760317,charitable foundation,2025-10-17 17:57:58,,,,,,,,not_contacted,no,no,,,,high
Qualcomm Charitable Foundation,274621444,San Diego,CA,T21,,https://projects.propublica.org/nonprofits/organizations/274621444,charitable foundation,2025-10-17 17:57:58,,,,,,,,not_contacted,no,no,,,,high
Groundswell Charitable Foundation,871530516,El Segundo,CA,T30,,https://projects.propublica.org/nonprofits/organizations/871530516,charitable foundation,2025-10-17 17:57:58,,,,,,,,not_contacted,no,no,,,,high
Lu Charitable Foundation,372081596,San Francisco,CA,T20,,https://projects.propublica.org/nonprofits/organizations/372081596,charitable foundation,2025-10-17 17:57:58,,,,,,,,not_contacted,no,no,,,,high
Douglas Charitable Foundation,956096827,Beverly Hills,CA,,,https://projects.propublica.org/nonprofits/organizations/956096827,charitable foundation,2025-10-17 17:57:58,,,,,,,,not_contacted,no,no,,,,high
Wadhwani Charitable Foundation,770450893,Los Altos,CA,T30Z,,https://projects.propublica.org/nonprofits/organizations/770450893,charitable foundation,2025-10-17 17:57:58,,,,,,,,not_contacted,no,no,,,,high
Esb Charitable Foundation,203759208,San Francisco,CA,T22,,https://projects.propublica.org/nonprofits/organizations/203759208,charitable foundation,2025-10-17 17:57:58,,,,,,,,not_contacted,no,no,,,,high
Iherb Charitable Foundation,464349259,Irvine,CA,T21,,https://projects.propublica.org/nonprofits/organizations/464349259,charitable foundation,2025-10-17 17:57:58,,,,,,,,not_contacted,no,no,,,,high
Beagle Charitable Foundation,770529181,Redwood City,CA,T22,,https://projects.propublica.org/nonprofits/organizations/770529181,charitable foundation,2025-10-17 17:57:58,,,,,,,,not_contacted,no,no,,,,high
Hinz Charitable Foundation,853258539,Pasadena,CA,X21,,https://projects.propublica.org/nonprofits/organizations/853258539,charitable foundation,2025-10-17 17:57:58,,,,,,,,not_contacted,no,no,,,,high
Carrington Charitable Foundation,272073758,Aliso Viejo,CA,T20,,https://projects.propublica.org/nonprofits/organizations/272073758,charitable foundation,2025-10-17 17:57:58,,,,,,,,not_contacted,no,no,,,,high
Rhf Charitable Foundation,472747112,Long Beach,CA,L11,,https://projects.propublica.org/nonprofits/organizations/472747112,charitable foundation,2025-10-17 17:57:58,,,,,,,,not_contacted,no,no,,,,high
Vardhamana Charitable Foundation,473397245,La Canada,CA,T20,,https://projects.propublica.org/nonprofits/organizations/473397245,charitable foundation,2025-10-17 17:57:58,,,,,,,,not_contacted,no,no,,,,high
Cedar Charitable Foundation,452994986,Newport Beach,CA,B11,,https://projects.propublica.org/nonprofits/organizations/452994986,charitable foundation,2025-10-17 17:57:58,,,,,,,,not_contacted,no,no,,,,high
Mustique Charitable Foundation,263084333,Los Angeles,CA,T30,,https://projects.propublica.org/nonprofits/organizations/263084333,charitable foundation,2025-10-17 17:57:58,,,,,,,,not_contacted,no,no,,,,high
Flickr Charitable Foundation,883091608,San Francisco,CA,T31,,https://projects.propublica.org/nonprofits/organizations/883091608,charitable foundation,2025-10-17 17:57:58,,,,,,,,not_contacted,no,no,,,,high
Armrod Charitable Foundation,680370503,Rocklin,CA,T20Z,,https://projects.propublica.org/nonprofits/organizations/680370503,charitable foundation,2025-10-17 17:57:58,,,,,,,,not_contacted,no,no,,,,high
Woo Charitable Foundation,332210422,Rch Palos Vrd,CA,T20,,https://projects.propublica.org/nonprofits/organizations/332210422,charitable foundation,2025-10-17 17:57:58,,,,,,,,not_contacted,no,no,,,,high
Monarch Charitable Foundation,330766046,Torrance,CA,T22Z,,https://projects.propublica.org/nonprofits/organizations/330766046,charitable foundation,2025-10-17 17:57:58,,,,,,,,not_contacted,no,no,,,,high
Raidy Charitable Foundation,330826574,Monrovia,CA,T20Z,,https://projects.propublica.org/nonprofits/organizations/330826574,charitable foundation,2025-10-17 17:57:58,,,,,,,,not_contacted,no,no,,,,high
Willette Charitable Foundation,462360622,Irvine,CA,T20,,https://projects.propublica.org/nonprofits/organizations/462360622,charitable foundation,2025-10-17 17:57:58,,,,,,,,not_contacted,no,no,,,,high
Argyros Family Foundation,953421867,Costa Mesa,CA,,,https://projects.propublica.org/nonprofits/organizations/953421867,family foundation,2025-10-17 17:57:59,,,,,,,,not_contacted,no,no,,,,high
Sobrato Family Foundation,770348912,Mountain View,CA,,,https://projects.propublica.org/nonprofits/organizations/770348912,family foundation,2025-10-17 17:57:59,,,,,,,,not_contacted,no,no,,,,high
Rosenthal Family Foundation,262982710,Los Angeles,CA,T20,,https://projects.propublica.org/nonprofits/organizations/262982710,family foundation,2025-10-17 17:57:59,,,,,,,,not_contacted,no,no,,,,high
Koum Family Foundation,475446562,Palo Alto,CA,T20,,https://projects.propublica.org/nonprofits/organizations/475446562,family foundation,2025-10-17 17:57:59,,,,,,,,not_contacted,no,no,,,,high
Baszucki Family Foundation,320660398,San Mateo,CA,T20,,https://projects.propublica.org/nonprofits/organizations/320660398,family foundation,2025-10-17 17:57:59,,,,,,,,not_contacted,no,no,,,,high
Pichai Family Foundation,832405611,San Francisco,CA,T22,,https://projects.propublica.org/nonprofits/organizations/832405611,family foundation,2025-10-17 17:57:59,,,,,,,,not_contacted,no,no,,,,high
Biswas Family Foundation,921348652,San Francisco,CA,T20,,https://projects.propublica.org/nonprofits/organizations/921348652,family foundation,2025-10-17 17:57:59,,,,,,,,not_contacted,no,no,,,,high
Amin Family Foundation,853990823,Los Angeles,CA,T20,,https://projects.propublica.org/nonprofits/organizations/853990823,family foundation,2025-10-17 17:57:59,,,,,,,,not_contacted,no,no,,,,high
Breyer Family Foundation,471114091,Palo Alto,CA,T20,,https://projects.propublica.org/nonprofits/organizations/471114091,family foundation,2025-10-17 17:57:59,,,,,,,,not_contacted,no,no,,,,high
Bicket Family Foundation,921219558,San Francisco,CA,T20,,https://projects.propublica.org/nonprofits/organizations/921219558,family foundation,2025-10-17 17:57:59,,,,,,,,not_contacted,no,no,,,,high
Lorber Family Foundation,611733138,Redwood City,CA,Z99,,https://projects.propublica.org/nonprofits/organizations/611733138,family foundation,2025-10-17 17:57:59,,,,,,,,not_contacted,no,no,,,,high
California Family Foundation,770053005,Menlo Park,CA,B24Z,,https://projects.propublica.org/nonprofits/organizations/770053005,family foundation,2025-10-17 17:57:59,,,,,,,,not_contacted,no,no,,,,high
Bravo Family Foundation,823513069,San Francisco,CA,Q33,,https://projects.propublica.org/nonprofits/organizations/823513069,family foundation,2025-10-17 17:57:59,,,,,,,,not_contacted,no,no,,,,high
Issa Family Foundation,330834068,Vista,CA,T22,,https://projects.propublica.org/nonprofits/organizations/330834068,family foundation,2025-10-17 17:57:59,,,,,,,,not_contacted,no,no,,,,high
Molina Family Foundation,201479392,Rolling Hills,CA,V30,,https://projects.propublica.org/nonprofits/organizations/201479392,family foundation,2025-10-17 17:57:59,,,,,,,,not_contacted,no,no,,,,high
Rodan Family Foundation,830761600,Orinda,CA,,,https://projects.propublica.org/nonprofits/organizations/830761600,family foundation,2025-10-17 17:57:59,,,,,,,,not_contacted,no,no,,,,high
Mazursky Family Foundation,954509550,Los Angeles,CA,T99Z,,https://projects.propublica.org/nonprofits/organizations/954509550,family foundation,2025-10-17 17:57:59,,,,,,,,not_contacted,no,no,,,,high
Simonian Family Foundation,882707665,Beverly Hills,CA,T20,,https://projects.propublica.org/nonprofits/organizations/882707665,family foundation,2025-10-17 17:57:59,,,,,,,,not_contacted,no,no,,,,high
Hogan Family Foundation,364254944,Newbury Park,CA,T20,,https://projects.propublica.org/nonprofits/organizations/364254944,family foundation,2025-10-17 17:57:59,,,,,,,,not_contacted,no,no,,,,high
Mangan Family Foundation,934677719,San Diego,CA,T50,,https://projects.propublica.org/nonprofits/organizations/934677719,family foundation,2025-10-17 17:57:59,,,,,,,,not_contacted,no,no,,,,high
Kissick Family Foundation,954443453,Sherman Oaks,CA,,,https://projects.propublica.org/nonprofits/organizations/954443453,family foundation,2025-10-17 17:57:59,,,,,,,,not_contacted,no,no,,,,high
Spaht Family Foundation,832183149,San Francisco,CA,T20,,https://projects.propublica.org/nonprofits/organizations/832183149,family foundation,2025-10-17 17:57:59,,,,,,,,not_contacted,no,no,,,,high
Haque Family Foundation,472482967,Saratoga,CA,T20,,https://projects.propublica.org/nonprofits/organizations/472482967,family foundation,2025-10-17 17:57:59,,,,,,,,not_contacted,no,no,,,,high
Crabill Family Foundation,832152945,San Francisco,CA,P20,,https://projects.propublica.org/nonprofits/organizations/832152945,family foundation,2025-10-17 17:57:59,,,,,,,,not_contacted,no,no,,,,high
Priem Family Foundation,943340371,Burlingame,CA,T22,,https://projects.propublica.org/nonprofits/organizations/943340371,family foundation,2025-10-17 17:57:59,,,,,,,,not_contacted,no,no,,,,high
California Community Foundation,953510055,Los Angeles,CA,T310,,https://projects.propublica.org/nonprofits/organizations/953510055,community foundation,2025-10-17 17:58:00,,,,,,,,not_contacted,no,no,,,,high
Marin Community Foundation,943007979,Novato,CA,T310,,https://projects.propublica.org/nonprofits/organizations/943007979,community foundation,2025-10-17 17:58:00,,,,,,,,not_contacted,no,no,,,,high
Brawley Community Foundation,770629281,Brawley,CA,S21,,https://projects.propublica.org/nonprofits/organizations/770629281,community foundation,2025-10-17 17:58:00,,,,,,,,not_contacted,no,no,,,,high
Latino Community Foundation,810564400,San Francisco,CA,P11,,https://projects.propublica.org/nonprofits/organizations/810564400,community foundation,2025-10-17 17:58:00,,,,,,,,not_contacted,no,no,,,,high
Pasadena Community Foundation,200253310,Pasadena,CA,T31,,https://projects.propublica.org/nonprofits/organizations/200253310,community foundation,2025-10-17 17:58:00,,,,,,,,not_contacted,no,no,,,,high
International Community Foundation,330457858,National City,CA,T31,,https://projects.propublica.org/nonprofits/organizations/330457858,community foundation,2025-10-17 17:58:00,,,,,,,,not_contacted,no,no,,,,high
Desert Community Foundation,954725924,Palm Desert,CA,T31,,https://projects.propublica.org/nonprofits/organizations/954725924,community foundation,2025-10-17 17:58:00,,,,,,,,not_contacted,no,no,,,,high
Stanislaus Community Foundation,680483054,Modesto,CA,T31,,https://projects.propublica.org/nonprofits/organizations/680483054,community foundation,2025-10-17 17:58:00,,,,,,,,not_contacted,no,no,,,,high
Community Hospice Foundation,770562224,Modesto,CA,P11,,https://projects.propublica.org/nonprofits/organizations/770562224,community foundation,2025-10-17 17:58:00,,,,,,,,not_contacted,no,no,,,,high
Richmond Community Foundation,943337754,Richmond,CA,T310,,https://projects.propublica.org/nonprofits/organizations/943337754,community foundation,2025-10-17 17:58:00,,,,,,,,not_contacted,no,no,,,,high
Community College Foundation,680016439,Sacramento,CA,B114,,https://projects.propublica.org/nonprofits/organizations/680016439,community foundation,2025-10-17 17:58:00,,,,,,,,not_contacted,no,no,,,,high
Kern Community Foundation,770555874,Bakersfield,CA,T31,,https://projects.propublica.org/nonprofits/organizations/770555874,community foundation,2025-10-17 17:58:00,,,,,,,,not_contacted,no,no,,,,high
Placer Community Foundation,201485011,Auburn,CA,T31,,https://projects.propublica.org/nonprofits/organizations/201485011,community foundation,2025-10-17 17:58:00,,,,,,,,not_contacted,no,no,,,,high
Anaheim Community Foundation,330033023,Anahiem,CA,T31Z,,https://projects.propublica.org/nonprofits/organizations/330033023,community foundation,2025-10-17 17:58:00,,,,,,,,not_contacted,no,no,,,,high
Solano Community Foundation,680354961,Fairfield,CA,T31,,https://projects.propublica.org/nonprofits/organizations/680354961,community foundation,2025-10-17 17:58:00,,,,,,,,not_contacted,no,no,,,,high
Preserve Community Foundation,264732039,Carmel,CA,B82,,https://projects.propublica.org/nonprofits/organizations/264732039,community foundation,2025-10-17 17:58:00,,,,,,,,not_contacted,no,no,,,,high
Telosa Community Foundation,874419122,Santa Rosa,CA,V34,,https://projects.propublica.org/nonprofits/organizations/874419122,community foundation,2025-10-17 17:58:00,,,,,,,,not_contacted,no,no,,,,high
Community Roots Foundation,462630292,Laguna Niguel,CA,B11,,https://projects.propublica.org/nonprofits/organizations/462630292,community foundation,2025-10-17 17:58:00,,,,,,,,not_contacted,no,no,,,,high
Savusavu Community Foundation,201038213,Villa Park,CA,T31,,https://projects.propublica.org/nonprofits/organizations/201038213,community foundation,2025-10-17 17:58:00,,,,,,,,not_contacted,no,no,,,,high
Redlands Community Foundation,912143250,Redlands,CA,B11,,https://projects.propublica.org/nonprofits/organizations/912143250,community foundation,2025-10-17 17:58:00,,,,,,,,not_contacted,no,no,,,,high
Kinecta Community Foundation,954715293,Manhattan Bch,CA,T31,,https://projects.propublica.org/nonprofits/organizations/954715293,community foundation,2025-10-17 17:58:00,,,,,,,,not_contacted,no,no,,,,high
Crockett Community Foundation,680348673,Crockett,CA,T31,,https://projects.propublica.org/nonprofits/organizations/680348673,community foundation,2025-10-17 17:58:00,,,,,,,,not_contacted,no,no,,,,high
Coronado Community Foundation,852982760,Coronado,CA,T31,,https://projects.propublica.org/nonprofits/organizations/852982760,community foundation,2025-10-17 17:58:00,,,,,,,,not_contacted,no,no,,,,high
Open Community Foundation,873982059,San Francisco,CA,W99,,https://projects.propublica.org/nonprofits/organizations/873982059,community foundation,2025-10-17 17:58:00,,,,,,,,not_contacted,no,no,,,,high
Columbia Community Foundation,821220459,San Diego,CA,S22,,https://projects.propublica.org/nonprofits/organizations/821220459,community foundation,2025-10-17 17:58:00,,,,,,,,not_contacted,no,no,,,,high
Private Foundation,943303674,San Francisco,CA,T20,,https://projects.propublica.org/nonprofits/organizations/943303674,private foundation,2025-10-17 17:58:02,,,,,,,,not_contacted,no,no,,,,high
Everlasting Private Foundation,770425562,Cupertino,CA,X20Z,,https://projects.propublica.org/nonprofits/organizations/770425562,private foundation,2025-10-17 17:58:02,,,,,,,,not_contacted,no,no,,,,high
Kmjm Private Foundation,871519012,Fremont,CA,T22,,https://projects.propublica.org/nonprofits/organizations/871519012,private foundation,2025-10-17 17:58:02,,,,,,,,not_contacted,no,no,,,,high
Private Redemption Foundation,542195251,Los Angeles,CA,X30,,https://projects.propublica.org/nonprofits/organizations/542195251,private foundation,2025-10-17 17:58:02,,,,,,,,not_contacted,no,no,,,,high
Klokkevold Private Foundation,932701122,Sacramento,CA,P20,,https://projects.propublica.org/nonprofits/organizations/932701122,private foundation,2025-10-17 17:58:02,,,,,,,,not_contacted,no,no,,,,high
Olesen Private Foundation,455461459,San Jose,CA,T22,,https://projects.propublica.org/nonprofits/organizations/455461459,private foundation,2025-10-17 17:58:02,,,,,,,,not_contacted,no,no,,,,high
Henry Private Foundation,475578143,Encinitas,CA,T22,,https://projects.propublica.org/nonprofits/organizations/475578143,private foundation,2025-10-17 17:58:02,,,,,,,,not_contacted,no,no,,,,high
Birchfield Private Foundation,932220018,Bakersfield,CA,L01,,https://projects.propublica.org/nonprofits/organizations/932220018,private foundation,2025-10-17 17:58:02,,,,,,,,not_contacted,no,no,,,,high
Lombardy Private Foundation,884320905,Temple City,CA,X20,,https://projects.propublica.org/nonprofits/organizations/884320905,private foundation,2025-10-17 17:58:02,,,,,,,,not_contacted,no,no,,,,high
