sponsor_name,city,state,email,website,template_number,template_type,first_name_used,email_subject,email_content,campaign_status,generated_date
Labor Management Healthcare Fund,Cheektowaga,NY,,,4,No Name + Never Donated,,Healing Through Arts: NYC Schools,"Hello,

We're excited to invite you to join us as a sponsor of Healing Through Arts: NYC Schools, an unforgettable evening where art, music, and community come together to create lasting impact for NYC students.

[Insert banner image here]
""Students performing arts in NYC schools""

Why sponsor this event?

Direct community impact: Every sponsorship dollar funds arts healing programs in underserved NYC schools.

Exclusive engagement: Connect with city leaders, artists, and philanthropists at a vibrant evening of performances, wine tasting, and conversations.

🎭 Healing Through Arts: NYC Schools Benefit
📅 Monday, November 18, 2025 | 7:00 PM – 9:00 PM (doors open 6:30 PM)
📍 Rake Wine Bar (45 1st Ave, NYC)
🎟️ $35 per ticket
✨ Arts displays & live performances
🥂 Wine tasting & hors d'oeuvres
🤝 Meet fellow changemakers

Every ticket funds arts healing programs—attend to see how you can support further.

👉 [Get Your Ticket]

Corporate sponsors: Companies can also support, attend to learn more.

With gratitude,
Jameera Mahima Gujjarlapudi
Community School of Arts Foundation
🌐 Website: csoaf.org
📞 Phone: 917 216-5176",ready_to_send,2025-10-22 15:56:07
Youth Renewal Fund,New York,NY,,,4,No Name + Never Donated,,Healing Through Arts: NYC Schools,"Hello,

We're excited to invite you to join us as a sponsor of Healing Through Arts: NYC Schools, an unforgettable evening where art, music, and community come together to create lasting impact for NYC students.

[Insert banner image here]
""Students performing arts in NYC schools""

Why sponsor this event?

Direct community impact: Every sponsorship dollar funds arts healing programs in underserved NYC schools.

Exclusive engagement: Connect with city leaders, artists, and philanthropists at a vibrant evening of performances, wine tasting, and conversations.

🎭 Healing Through Arts: NYC Schools Benefit
📅 Monday, November 18, 2025 | 7:00 PM – 9:00 PM (doors open 6:30 PM)
📍 Rake Wine Bar (45 1st Ave, NYC)
🎟️ $35 per ticket
✨ Arts displays & live performances
🥂 Wine tasting & hors d'oeuvres
🤝 Meet fellow changemakers

Every ticket funds arts healing programs—attend to see how you can support further.

👉 [Get Your Ticket]

Corporate sponsors: Companies can also support, attend to learn more.

With gratitude,
Jameera Mahima Gujjarlapudi
Community School of Arts Foundation
🌐 Website: csoaf.org
📞 Phone: 917 216-5176",ready_to_send,2025-10-22 15:56:07
Albanian Children Fund,Staten Island,NY,,,4,No Name + Never Donated,,Healing Through Arts: NYC Schools,"Hello,

We're excited to invite you to join us as a sponsor of Healing Through Arts: NYC Schools, an unforgettable evening where art, music, and community come together to create lasting impact for NYC students.

[Insert banner image here]
""Students performing arts in NYC schools""

Why sponsor this event?

Direct community impact: Every sponsorship dollar funds arts healing programs in underserved NYC schools.

Exclusive engagement: Connect with city leaders, artists, and philanthropists at a vibrant evening of performances, wine tasting, and conversations.

🎭 Healing Through Arts: NYC Schools Benefit
📅 Monday, November 18, 2025 | 7:00 PM – 9:00 PM (doors open 6:30 PM)
📍 Rake Wine Bar (45 1st Ave, NYC)
🎟️ $35 per ticket
✨ Arts displays & live performances
🥂 Wine tasting & hors d'oeuvres
🤝 Meet fellow changemakers

Every ticket funds arts healing programs—attend to see how you can support further.

👉 [Get Your Ticket]

Corporate sponsors: Companies can also support, attend to learn more.

With gratitude,
Jameera Mahima Gujjarlapudi
Community School of Arts Foundation
🌐 Website: csoaf.org
📞 Phone: 917 216-5176",ready_to_send,2025-10-22 15:56:07
United States Fund For Unicef,New York,NY,,,4,No Name + Never Donated,,Healing Through Arts: NYC Schools,"Hello,

We're excited to invite you to join us as a sponsor of Healing Through Arts: NYC Schools, an unforgettable evening where art, music, and community come together to create lasting impact for NYC students.

[Insert banner image here]
""Students performing arts in NYC schools""

Why sponsor this event?

Direct community impact: Every sponsorship dollar funds arts healing programs in underserved NYC schools.

Exclusive engagement: Connect with city leaders, artists, and philanthropists at a vibrant evening of performances, wine tasting, and conversations.

🎭 Healing Through Arts: NYC Schools Benefit
📅 Monday, November 18, 2025 | 7:00 PM – 9:00 PM (doors open 6:30 PM)
📍 Rake Wine Bar (45 1st Ave, NYC)
🎟️ $35 per ticket
✨ Arts displays & live performances
🥂 Wine tasting & hors d'oeuvres
🤝 Meet fellow changemakers

Every ticket funds arts healing programs—attend to see how you can support further.

👉 [Get Your Ticket]

Corporate sponsors: Companies can also support, attend to learn more.

With gratitude,
Jameera Mahima Gujjarlapudi
Community School of Arts Foundation
🌐 Website: csoaf.org
📞 Phone: 917 216-5176",ready_to_send,2025-10-22 15:56:07
Dance Fund,N Hollywood,CA,,,4,No Name + Never Donated,,Healing Through Arts: NYC Schools,"Hello,

We're excited to invite you to join us as a sponsor of Healing Through Arts: NYC Schools, an unforgettable evening where art, music, and community come together to create lasting impact for NYC students.

[Insert banner image here]
""Students performing arts in NYC schools""

Why sponsor this event?

Direct community impact: Every sponsorship dollar funds arts healing programs in underserved NYC schools.

Exclusive engagement: Connect with city leaders, artists, and philanthropists at a vibrant evening of performances, wine tasting, and conversations.

🎭 Healing Through Arts: NYC Schools Benefit
📅 Monday, November 18, 2025 | 7:00 PM – 9:00 PM (doors open 6:30 PM)
📍 Rake Wine Bar (45 1st Ave, NYC)
🎟️ $35 per ticket
✨ Arts displays & live performances
🥂 Wine tasting & hors d'oeuvres
🤝 Meet fellow changemakers

Every ticket funds arts healing programs—attend to see how you can support further.

👉 [Get Your Ticket]

Corporate sponsors: Companies can also support, attend to learn more.

With gratitude,
Jameera Mahima Gujjarlapudi
Community School of Arts Foundation
🌐 Website: csoaf.org
📞 Phone: 917 216-5176",ready_to_send,2025-10-22 15:56:07
Thornston Educational Fund,Wrightwood,CA,,,4,No Name + Never Donated,,Healing Through Arts: NYC Schools,"Hello,

We're excited to invite you to join us as a sponsor of Healing Through Arts: NYC Schools, an unforgettable evening where art, music, and community come together to create lasting impact for NYC students.

[Insert banner image here]
""Students performing arts in NYC schools""

Why sponsor this event?

Direct community impact: Every sponsorship dollar funds arts healing programs in underserved NYC schools.

Exclusive engagement: Connect with city leaders, artists, and philanthropists at a vibrant evening of performances, wine tasting, and conversations.

🎭 Healing Through Arts: NYC Schools Benefit
📅 Monday, November 18, 2025 | 7:00 PM – 9:00 PM (doors open 6:30 PM)
📍 Rake Wine Bar (45 1st Ave, NYC)
🎟️ $35 per ticket
✨ Arts displays & live performances
🥂 Wine tasting & hors d'oeuvres
🤝 Meet fellow changemakers

Every ticket funds arts healing programs—attend to see how you can support further.

👉 [Get Your Ticket]

Corporate sponsors: Companies can also support, attend to learn more.

With gratitude,
Jameera Mahima Gujjarlapudi
Community School of Arts Foundation
🌐 Website: csoaf.org
📞 Phone: 917 216-5176",ready_to_send,2025-10-22 15:56:07
Hispanic Scholarship Fund,El Segundo,CA,,,4,No Name + Never Donated,,Healing Through Arts: NYC Schools,"Hello,

We're excited to invite you to join us as a sponsor of Healing Through Arts: NYC Schools, an unforgettable evening where art, music, and community come together to create lasting impact for NYC students.

[Insert banner image here]
""Students performing arts in NYC schools""

Why sponsor this event?

Direct community impact: Every sponsorship dollar funds arts healing programs in underserved NYC schools.

Exclusive engagement: Connect with city leaders, artists, and philanthropists at a vibrant evening of performances, wine tasting, and conversations.

🎭 Healing Through Arts: NYC Schools Benefit
📅 Monday, November 18, 2025 | 7:00 PM – 9:00 PM (doors open 6:30 PM)
📍 Rake Wine Bar (45 1st Ave, NYC)
🎟️ $35 per ticket
✨ Arts displays & live performances
🥂 Wine tasting & hors d'oeuvres
🤝 Meet fellow changemakers

Every ticket funds arts healing programs—attend to see how you can support further.

👉 [Get Your Ticket]

Corporate sponsors: Companies can also support, attend to learn more.

With gratitude,
Jameera Mahima Gujjarlapudi
Community School of Arts Foundation
🌐 Website: csoaf.org
📞 Phone: 917 216-5176",ready_to_send,2025-10-22 15:56:07
Almanor Scholarship Fund,Chester,CA,,,4,No Name + Never Donated,,Healing Through Arts: NYC Schools,"Hello,

We're excited to invite you to join us as a sponsor of Healing Through Arts: NYC Schools, an unforgettable evening where art, music, and community come together to create lasting impact for NYC students.

[Insert banner image here]
""Students performing arts in NYC schools""

Why sponsor this event?

Direct community impact: Every sponsorship dollar funds arts healing programs in underserved NYC schools.

Exclusive engagement: Connect with city leaders, artists, and philanthropists at a vibrant evening of performances, wine tasting, and conversations.

🎭 Healing Through Arts: NYC Schools Benefit
📅 Monday, November 18, 2025 | 7:00 PM – 9:00 PM (doors open 6:30 PM)
📍 Rake Wine Bar (45 1st Ave, NYC)
🎟️ $35 per ticket
✨ Arts displays & live performances
🥂 Wine tasting & hors d'oeuvres
🤝 Meet fellow changemakers

Every ticket funds arts healing programs—attend to see how you can support further.

👉 [Get Your Ticket]

Corporate sponsors: Companies can also support, attend to learn more.

With gratitude,
Jameera Mahima Gujjarlapudi
Community School of Arts Foundation
🌐 Website: csoaf.org
📞 Phone: 917 216-5176",ready_to_send,2025-10-22 15:56:07
Islamic Scholarship Fund,Berkeley,CA,,,4,No Name + Never Donated,,Healing Through Arts: NYC Schools,"Hello,

We're excited to invite you to join us as a sponsor of Healing Through Arts: NYC Schools, an unforgettable evening where art, music, and community come together to create lasting impact for NYC students.

[Insert banner image here]
""Students performing arts in NYC schools""

Why sponsor this event?

Direct community impact: Every sponsorship dollar funds arts healing programs in underserved NYC schools.

Exclusive engagement: Connect with city leaders, artists, and philanthropists at a vibrant evening of performances, wine tasting, and conversations.

🎭 Healing Through Arts: NYC Schools Benefit
📅 Monday, November 18, 2025 | 7:00 PM – 9:00 PM (doors open 6:30 PM)
📍 Rake Wine Bar (45 1st Ave, NYC)
🎟️ $35 per ticket
✨ Arts displays & live performances
🥂 Wine tasting & hors d'oeuvres
🤝 Meet fellow changemakers

Every ticket funds arts healing programs—attend to see how you can support further.

👉 [Get Your Ticket]

Corporate sponsors: Companies can also support, attend to learn more.

With gratitude,
Jameera Mahima Gujjarlapudi
Community School of Arts Foundation
🌐 Website: csoaf.org
📞 Phone: 917 216-5176",ready_to_send,2025-10-22 15:56:07
Iranian Scholarship Fund,Menlo Park,CA,,,4,No Name + Never Donated,,Healing Through Arts: NYC Schools,"Hello,

We're excited to invite you to join us as a sponsor of Healing Through Arts: NYC Schools, an unforgettable evening where art, music, and community come together to create lasting impact for NYC students.

[Insert banner image here]
""Students performing arts in NYC schools""

Why sponsor this event?

Direct community impact: Every sponsorship dollar funds arts healing programs in underserved NYC schools.

Exclusive engagement: Connect with city leaders, artists, and philanthropists at a vibrant evening of performances, wine tasting, and conversations.

🎭 Healing Through Arts: NYC Schools Benefit
📅 Monday, November 18, 2025 | 7:00 PM – 9:00 PM (doors open 6:30 PM)
📍 Rake Wine Bar (45 1st Ave, NYC)
🎟️ $35 per ticket
✨ Arts displays & live performances
🥂 Wine tasting & hors d'oeuvres
🤝 Meet fellow changemakers

Every ticket funds arts healing programs—attend to see how you can support further.

👉 [Get Your Ticket]

Corporate sponsors: Companies can also support, attend to learn more.

With gratitude,
Jameera Mahima Gujjarlapudi
Community School of Arts Foundation
🌐 Website: csoaf.org
📞 Phone: 917 216-5176",ready_to_send,2025-10-22 15:56:07
Croatian Scholarship Fund,San Ramon,CA,,,4,No Name + Never Donated,,Healing Through Arts: NYC Schools,"Hello,

We're excited to invite you to join us as a sponsor of Healing Through Arts: NYC Schools, an unforgettable evening where art, music, and community come together to create lasting impact for NYC students.

[Insert banner image here]
""Students performing arts in NYC schools""

Why sponsor this event?

Direct community impact: Every sponsorship dollar funds arts healing programs in underserved NYC schools.

Exclusive engagement: Connect with city leaders, artists, and philanthropists at a vibrant evening of performances, wine tasting, and conversations.

🎭 Healing Through Arts: NYC Schools Benefit
📅 Monday, November 18, 2025 | 7:00 PM – 9:00 PM (doors open 6:30 PM)
📍 Rake Wine Bar (45 1st Ave, NYC)
🎟️ $35 per ticket
✨ Arts displays & live performances
🥂 Wine tasting & hors d'oeuvres
🤝 Meet fellow changemakers

Every ticket funds arts healing programs—attend to see how you can support further.

👉 [Get Your Ticket]

Corporate sponsors: Companies can also support, attend to learn more.

With gratitude,
Jameera Mahima Gujjarlapudi
Community School of Arts Foundation
🌐 Website: csoaf.org
📞 Phone: 917 216-5176",ready_to_send,2025-10-22 15:56:07
Social Impact Fund,Los Angeles,CA,,,4,No Name + Never Donated,,Healing Through Arts: NYC Schools,"Hello,

We're excited to invite you to join us as a sponsor of Healing Through Arts: NYC Schools, an unforgettable evening where art, music, and community come together to create lasting impact for NYC students.

[Insert banner image here]
""Students performing arts in NYC schools""

Why sponsor this event?

Direct community impact: Every sponsorship dollar funds arts healing programs in underserved NYC schools.

Exclusive engagement: Connect with city leaders, artists, and philanthropists at a vibrant evening of performances, wine tasting, and conversations.

🎭 Healing Through Arts: NYC Schools Benefit
📅 Monday, November 18, 2025 | 7:00 PM – 9:00 PM (doors open 6:30 PM)
📍 Rake Wine Bar (45 1st Ave, NYC)
🎟️ $35 per ticket
✨ Arts displays & live performances
🥂 Wine tasting & hors d'oeuvres
🤝 Meet fellow changemakers

Every ticket funds arts healing programs—attend to see how you can support further.

👉 [Get Your Ticket]

Corporate sponsors: Companies can also support, attend to learn more.

With gratitude,
Jameera Mahima Gujjarlapudi
Community School of Arts Foundation
🌐 Website: csoaf.org
📞 Phone: 917 216-5176",ready_to_send,2025-10-22 15:56:07
Cio Scholarship Fund,Laguna Beach,CA,,,4,No Name + Never Donated,,Healing Through Arts: NYC Schools,"Hello,

We're excited to invite you to join us as a sponsor of Healing Through Arts: NYC Schools, an unforgettable evening where art, music, and community come together to create lasting impact for NYC students.

[Insert banner image here]
""Students performing arts in NYC schools""

Why sponsor this event?

Direct community impact: Every sponsorship dollar funds arts healing programs in underserved NYC schools.

Exclusive engagement: Connect with city leaders, artists, and philanthropists at a vibrant evening of performances, wine tasting, and conversations.

🎭 Healing Through Arts: NYC Schools Benefit
📅 Monday, November 18, 2025 | 7:00 PM – 9:00 PM (doors open 6:30 PM)
📍 Rake Wine Bar (45 1st Ave, NYC)
🎟️ $35 per ticket
✨ Arts displays & live performances
🥂 Wine tasting & hors d'oeuvres
🤝 Meet fellow changemakers

Every ticket funds arts healing programs—attend to see how you can support further.

👉 [Get Your Ticket]

Corporate sponsors: Companies can also support, attend to learn more.

With gratitude,
Jameera Mahima Gujjarlapudi
Community School of Arts Foundation
🌐 Website: csoaf.org
📞 Phone: 917 216-5176",ready_to_send,2025-10-22 15:56:07
Giving Tree Philanthropy Fund,Corning,NY,,,4,No Name + Never Donated,,Healing Through Arts: NYC Schools,"Hello,

We're excited to invite you to join us as a sponsor of Healing Through Arts: NYC Schools, an unforgettable evening where art, music, and community come together to create lasting impact for NYC students.

[Insert banner image here]
""Students performing arts in NYC schools""

Why sponsor this event?

Direct community impact: Every sponsorship dollar funds arts healing programs in underserved NYC schools.

Exclusive engagement: Connect with city leaders, artists, and philanthropists at a vibrant evening of performances, wine tasting, and conversations.

🎭 Healing Through Arts: NYC Schools Benefit
📅 Monday, November 18, 2025 | 7:00 PM – 9:00 PM (doors open 6:30 PM)
📍 Rake Wine Bar (45 1st Ave, NYC)
🎟️ $35 per ticket
✨ Arts displays & live performances
🥂 Wine tasting & hors d'oeuvres
🤝 Meet fellow changemakers

Every ticket funds arts healing programs—attend to see how you can support further.

👉 [Get Your Ticket]

Corporate sponsors: Companies can also support, attend to learn more.

With gratitude,
Jameera Mahima Gujjarlapudi
Community School of Arts Foundation
🌐 Website: csoaf.org
📞 Phone: 917 216-5176",ready_to_send,2025-10-22 15:56:07
Mbd Compass One A Housing Development Fund Company Inc,Bronx,NY,,,4,No Name + Never Donated,,Healing Through Arts: NYC Schools,"Hello,

We're excited to invite you to join us as a sponsor of Healing Through Arts: NYC Schools, an unforgettable evening where art, music, and community come together to create lasting impact for NYC students.

[Insert banner image here]
""Students performing arts in NYC schools""

Why sponsor this event?

Direct community impact: Every sponsorship dollar funds arts healing programs in underserved NYC schools.

Exclusive engagement: Connect with city leaders, artists, and philanthropists at a vibrant evening of performances, wine tasting, and conversations.

🎭 Healing Through Arts: NYC Schools Benefit
📅 Monday, November 18, 2025 | 7:00 PM – 9:00 PM (doors open 6:30 PM)
📍 Rake Wine Bar (45 1st Ave, NYC)
🎟️ $35 per ticket
✨ Arts displays & live performances
🥂 Wine tasting & hors d'oeuvres
🤝 Meet fellow changemakers

Every ticket funds arts healing programs—attend to see how you can support further.

👉 [Get Your Ticket]

Corporate sponsors: Companies can also support, attend to learn more.

With gratitude,
Jameera Mahima Gujjarlapudi
Community School of Arts Foundation
🌐 Website: csoaf.org
📞 Phone: 917 216-5176",ready_to_send,2025-10-22 15:56:07
Sava Educational Fund,Philadelphia,PA,,,4,No Name + Never Donated,,Healing Through Arts: NYC Schools,"Hello,

We're excited to invite you to join us as a sponsor of Healing Through Arts: NYC Schools, an unforgettable evening where art, music, and community come together to create lasting impact for NYC students.

[Insert banner image here]
""Students performing arts in NYC schools""

Why sponsor this event?

Direct community impact: Every sponsorship dollar funds arts healing programs in underserved NYC schools.

Exclusive engagement: Connect with city leaders, artists, and philanthropists at a vibrant evening of performances, wine tasting, and conversations.

🎭 Healing Through Arts: NYC Schools Benefit
📅 Monday, November 18, 2025 | 7:00 PM – 9:00 PM (doors open 6:30 PM)
📍 Rake Wine Bar (45 1st Ave, NYC)
🎟️ $35 per ticket
✨ Arts displays & live performances
🥂 Wine tasting & hors d'oeuvres
🤝 Meet fellow changemakers

Every ticket funds arts healing programs—attend to see how you can support further.

👉 [Get Your Ticket]

Corporate sponsors: Companies can also support, attend to learn more.

With gratitude,
Jameera Mahima Gujjarlapudi
Community School of Arts Foundation
🌐 Website: csoaf.org
📞 Phone: 917 216-5176",ready_to_send,2025-10-22 15:56:07
Navigation Charitable Fund,Berkeley,CA,,,4,No Name + Never Donated,,Healing Through Arts: NYC Schools,"Hello,

We're excited to invite you to join us as a sponsor of Healing Through Arts: NYC Schools, an unforgettable evening where art, music, and community come together to create lasting impact for NYC students.

[Insert banner image here]
""Students performing arts in NYC schools""

Why sponsor this event?

Direct community impact: Every sponsorship dollar funds arts healing programs in underserved NYC schools.

Exclusive engagement: Connect with city leaders, artists, and philanthropists at a vibrant evening of performances, wine tasting, and conversations.

🎭 Healing Through Arts: NYC Schools Benefit
📅 Monday, November 18, 2025 | 7:00 PM – 9:00 PM (doors open 6:30 PM)
📍 Rake Wine Bar (45 1st Ave, NYC)
🎟️ $35 per ticket
✨ Arts displays & live performances
🥂 Wine tasting & hors d'oeuvres
🤝 Meet fellow changemakers

Every ticket funds arts healing programs—attend to see how you can support further.

👉 [Get Your Ticket]

Corporate sponsors: Companies can also support, attend to learn more.

With gratitude,
Jameera Mahima Gujjarlapudi
Community School of Arts Foundation
🌐 Website: csoaf.org
📞 Phone: 917 216-5176",ready_to_send,2025-10-22 15:56:07
Daffy Charitable Fund,Los Altos,CA,,,4,No Name + Never Donated,,Healing Through Arts: NYC Schools,"Hello,

We're excited to invite you to join us as a sponsor of Healing Through Arts: NYC Schools, an unforgettable evening where art, music, and community come together to create lasting impact for NYC students.

[Insert banner image here]
""Students performing arts in NYC schools""

Why sponsor this event?

Direct community impact: Every sponsorship dollar funds arts healing programs in underserved NYC schools.

Exclusive engagement: Connect with city leaders, artists, and philanthropists at a vibrant evening of performances, wine tasting, and conversations.

🎭 Healing Through Arts: NYC Schools Benefit
📅 Monday, November 18, 2025 | 7:00 PM – 9:00 PM (doors open 6:30 PM)
📍 Rake Wine Bar (45 1st Ave, NYC)
🎟️ $35 per ticket
✨ Arts displays & live performances
🥂 Wine tasting & hors d'oeuvres
🤝 Meet fellow changemakers

Every ticket funds arts healing programs—attend to see how you can support further.

👉 [Get Your Ticket]

Corporate sponsors: Companies can also support, attend to learn more.

With gratitude,
Jameera Mahima Gujjarlapudi
Community School of Arts Foundation
🌐 Website: csoaf.org
📞 Phone: 917 216-5176",ready_to_send,2025-10-22 15:56:07
Corporate Fund For Housing,Long Beach,CA,,,4,No Name + Never Donated,,Healing Through Arts: NYC Schools,"Hello,

We're excited to invite you to join us as a sponsor of Healing Through Arts: NYC Schools, an unforgettable evening where art, music, and community come together to create lasting impact for NYC students.

[Insert banner image here]
""Students performing arts in NYC schools""

Why sponsor this event?

Direct community impact: Every sponsorship dollar funds arts healing programs in underserved NYC schools.

Exclusive engagement: Connect with city leaders, artists, and philanthropists at a vibrant evening of performances, wine tasting, and conversations.

🎭 Healing Through Arts: NYC Schools Benefit
📅 Monday, November 18, 2025 | 7:00 PM – 9:00 PM (doors open 6:30 PM)
📍 Rake Wine Bar (45 1st Ave, NYC)
🎟️ $35 per ticket
✨ Arts displays & live performances
🥂 Wine tasting & hors d'oeuvres
🤝 Meet fellow changemakers

Every ticket funds arts healing programs—attend to see how you can support further.

👉 [Get Your Ticket]

Corporate sponsors: Companies can also support, attend to learn more.

With gratitude,
Jameera Mahima Gujjarlapudi
Community School of Arts Foundation
🌐 Website: csoaf.org
📞 Phone: 917 216-5176",ready_to_send,2025-10-22 15:56:07
Stars Scholarship Fund,Mcallen,TX,,,4,No Name + Never Donated,,Healing Through Arts: NYC Schools,"Hello,

We're excited to invite you to join us as a sponsor of Healing Through Arts: NYC Schools, an unforgettable evening where art, music, and community come together to create lasting impact for NYC students.

[Insert banner image here]
""Students performing arts in NYC schools""

Why sponsor this event?

Direct community impact: Every sponsorship dollar funds arts healing programs in underserved NYC schools.

Exclusive engagement: Connect with city leaders, artists, and philanthropists at a vibrant evening of performances, wine tasting, and conversations.

🎭 Healing Through Arts: NYC Schools Benefit
📅 Monday, November 18, 2025 | 7:00 PM – 9:00 PM (doors open 6:30 PM)
📍 Rake Wine Bar (45 1st Ave, NYC)
🎟️ $35 per ticket
✨ Arts displays & live performances
🥂 Wine tasting & hors d'oeuvres
🤝 Meet fellow changemakers

Every ticket funds arts healing programs—attend to see how you can support further.

👉 [Get Your Ticket]

Corporate sponsors: Companies can also support, attend to learn more.

With gratitude,
Jameera Mahima Gujjarlapudi
Community School of Arts Foundation
🌐 Website: csoaf.org
📞 Phone: 917 216-5176",ready_to_send,2025-10-22 15:56:07
Poncin Scholarship Fund,Dallas,TX,,,4,No Name + Never Donated,,Healing Through Arts: NYC Schools,"Hello,

We're excited to invite you to join us as a sponsor of Healing Through Arts: NYC Schools, an unforgettable evening where art, music, and community come together to create lasting impact for NYC students.

[Insert banner image here]
""Students performing arts in NYC schools""

Why sponsor this event?

Direct community impact: Every sponsorship dollar funds arts healing programs in underserved NYC schools.

Exclusive engagement: Connect with city leaders, artists, and philanthropists at a vibrant evening of performances, wine tasting, and conversations.

🎭 Healing Through Arts: NYC Schools Benefit
📅 Monday, November 18, 2025 | 7:00 PM – 9:00 PM (doors open 6:30 PM)
📍 Rake Wine Bar (45 1st Ave, NYC)
🎟️ $35 per ticket
✨ Arts displays & live performances
🥂 Wine tasting & hors d'oeuvres
🤝 Meet fellow changemakers

Every ticket funds arts healing programs—attend to see how you can support further.

👉 [Get Your Ticket]

Corporate sponsors: Companies can also support, attend to learn more.

With gratitude,
Jameera Mahima Gujjarlapudi
Community School of Arts Foundation
🌐 Website: csoaf.org
📞 Phone: 917 216-5176",ready_to_send,2025-10-22 15:56:07
701 National City Boulevard Fund,National City,CA,,,4,No Name + Never Donated,,Healing Through Arts: NYC Schools,"Hello,

We're excited to invite you to join us as a sponsor of Healing Through Arts: NYC Schools, an unforgettable evening where art, music, and community come together to create lasting impact for NYC students.

[Insert banner image here]
""Students performing arts in NYC schools""

Why sponsor this event?

Direct community impact: Every sponsorship dollar funds arts healing programs in underserved NYC schools.

Exclusive engagement: Connect with city leaders, artists, and philanthropists at a vibrant evening of performances, wine tasting, and conversations.

🎭 Healing Through Arts: NYC Schools Benefit
📅 Monday, November 18, 2025 | 7:00 PM – 9:00 PM (doors open 6:30 PM)
📍 Rake Wine Bar (45 1st Ave, NYC)
🎟️ $35 per ticket
✨ Arts displays & live performances
🥂 Wine tasting & hors d'oeuvres
🤝 Meet fellow changemakers

Every ticket funds arts healing programs—attend to see how you can support further.

👉 [Get Your Ticket]

Corporate sponsors: Companies can also support, attend to learn more.

With gratitude,
Jameera Mahima Gujjarlapudi
Community School of Arts Foundation
🌐 Website: csoaf.org
📞 Phone: 917 216-5176",ready_to_send,2025-10-22 15:56:07
Smith Educational Fund,Dallas,TX,,,4,No Name + Never Donated,,Healing Through Arts: NYC Schools,"Hello,

We're excited to invite you to join us as a sponsor of Healing Through Arts: NYC Schools, an unforgettable evening where art, music, and community come together to create lasting impact for NYC students.

[Insert banner image here]
""Students performing arts in NYC schools""

Why sponsor this event?

Direct community impact: Every sponsorship dollar funds arts healing programs in underserved NYC schools.

Exclusive engagement: Connect with city leaders, artists, and philanthropists at a vibrant evening of performances, wine tasting, and conversations.

🎭 Healing Through Arts: NYC Schools Benefit
📅 Monday, November 18, 2025 | 7:00 PM – 9:00 PM (doors open 6:30 PM)
📍 Rake Wine Bar (45 1st Ave, NYC)
🎟️ $35 per ticket
✨ Arts displays & live performances
🥂 Wine tasting & hors d'oeuvres
🤝 Meet fellow changemakers

Every ticket funds arts healing programs—attend to see how you can support further.

👉 [Get Your Ticket]

Corporate sponsors: Companies can also support, attend to learn more.

With gratitude,
Jameera Mahima Gujjarlapudi
Community School of Arts Foundation
🌐 Website: csoaf.org
📞 Phone: 917 216-5176",ready_to_send,2025-10-22 15:56:07
Worthings Scholarship Fund,Dallas,TX,,,4,No Name + Never Donated,,Healing Through Arts: NYC Schools,"Hello,

We're excited to invite you to join us as a sponsor of Healing Through Arts: NYC Schools, an unforgettable evening where art, music, and community come together to create lasting impact for NYC students.

[Insert banner image here]
""Students performing arts in NYC schools""

Why sponsor this event?

Direct community impact: Every sponsorship dollar funds arts healing programs in underserved NYC schools.

Exclusive engagement: Connect with city leaders, artists, and philanthropists at a vibrant evening of performances, wine tasting, and conversations.

🎭 Healing Through Arts: NYC Schools Benefit
📅 Monday, November 18, 2025 | 7:00 PM – 9:00 PM (doors open 6:30 PM)
📍 Rake Wine Bar (45 1st Ave, NYC)
🎟️ $35 per ticket
✨ Arts displays & live performances
🥂 Wine tasting & hors d'oeuvres
🤝 Meet fellow changemakers

Every ticket funds arts healing programs—attend to see how you can support further.

👉 [Get Your Ticket]

Corporate sponsors: Companies can also support, attend to learn more.

With gratitude,
Jameera Mahima Gujjarlapudi
Community School of Arts Foundation
🌐 Website: csoaf.org
📞 Phone: 917 216-5176",ready_to_send,2025-10-22 15:56:07
Eog Scholarship Fund,Houston,TX,,,4,No Name + Never Donated,,Healing Through Arts: NYC Schools,"Hello,

We're excited to invite you to join us as a sponsor of Healing Through Arts: NYC Schools, an unforgettable evening where art, music, and community come together to create lasting impact for NYC students.

[Insert banner image here]
""Students performing arts in NYC schools""

Why sponsor this event?

Direct community impact: Every sponsorship dollar funds arts healing programs in underserved NYC schools.

Exclusive engagement: Connect with city leaders, artists, and philanthropists at a vibrant evening of performances, wine tasting, and conversations.

🎭 Healing Through Arts: NYC Schools Benefit
📅 Monday, November 18, 2025 | 7:00 PM – 9:00 PM (doors open 6:30 PM)
📍 Rake Wine Bar (45 1st Ave, NYC)
🎟️ $35 per ticket
✨ Arts displays & live performances
🥂 Wine tasting & hors d'oeuvres
🤝 Meet fellow changemakers

Every ticket funds arts healing programs—attend to see how you can support further.

👉 [Get Your Ticket]

Corporate sponsors: Companies can also support, attend to learn more.

With gratitude,
Jameera Mahima Gujjarlapudi
Community School of Arts Foundation
🌐 Website: csoaf.org
📞 Phone: 917 216-5176",ready_to_send,2025-10-22 15:56:07
